USERID,COMP_Uber,COMP_Lyft,ATTENTION,WKYEARS,COVID,STARTTIME.YN,STARTTIME,STOPTIME.YN,STOPTIME,WKHOURS.YN,WKHOURS,TGINCOME.YN,TGINCOME,WEEK.TRIPS,WEEK.TRIPS.RJ,RESP.1,RESP.1.SURGE,RESP.1.WTTIME,RESP.1.RLTIME,RESP.1.LTRIP,RESP.1.PR,RESP.1.SHARED,RESP.2,RESP.2.SURGE,RESP.2.WTTIME,RESP.2.RLTIME,RESP.2.LTRIP,RESP.2.PR,RESP.2.SHARED,RESP.3,RESP.3.SURGE,RESP.3.WTTIME,RESP.3.RLTIME,RESP.3.LTRIP,RESP.3.PR,RESP.3.SHARED,RESP.4,RESP.4.SURGE,RESP.4.WTTIME,RESP.4.RLTIME,RESP.4.LTRIP,RESP.4.PR,RESP.4.SHARED,RESP.5,RESP.5.SURGE,RESP.5.WTTIME,RESP.5.RLTIME,RESP.5.LTRIP,RESP.5.PR,RESP.5.SHARED,RESP.6,RESP.6.SURGE,RESP.6.WTTIME,RESP.6.RLTIME,RESP.6.LTRIP,RESP.6.PR,RESP.6.SHARED,WT.1,RL.1,WTRL.1.INCOME,WTRL.1.HOURS,WTRL.1.SURGE.N3,WTRL.1.WTTIME.N3,WTRL.1.SURGE.N1,WTRL.1.SURGE.N2,WTRL.1.SURGE.N4,WTRL.1.SURGE.N5,WTRL.1.WTTIME.N1,WTRL.1.WTTIME.N2,WTRL.1.WTTIME.N4,WTRL.1.WTTIME.N5,WTRL.1.RTTIME.N1,WTRL.1.RTTIME.N2,WTRL.1.RTTIME.N4,WTRL.1.RTTIME.N5,WT.2,RL.2,WTRL.2.INCOME,WTRL.2.HOURS,WTRL.2.SURGE.N3,WTRL.2.WTTIME.N3,WTRL.2.SURGE.N1,WTRL.2.SURGE.N2,WTRL.2.SURGE.N4,WTRL.2.SURGE.N5,WTRL.2.WTTIME.N1,WTRL.2.WTTIME.N2,WTRL.2.WTTIME.N4,WTRL.2.WTTIME.N5,WTRL.2.RTTIME.N1,WTRL.2.RTTIME.N2,WTRL.2.RTTIME.N4,WTRL.2.RTTIME.N5,WT.3,RL.3,WTRL.3.INCOME,WTRL.3.HOURS,WTRL.3.SURGE.N3,WTRL.3.WTTIME.N3,WTRL.3.SURGE.N1,WTRL.3.SURGE.N2,WTRL.3.SURGE.N4,WTRL.3.SURGE.N5,WTRL.3.WTTIME.N1,WTRL.3.WTTIME.N2,WTRL.3.WTTIME.N4,WTRL.3.WTTIME.N5,WTRL.3.RTTIME.N1,WTRL.3.RTTIME.N2,WTRL.3.RTTIME.N4,WTRL.3.RTTIME.N5,WT.4,RL.4,WTRL.4.INCOME,WTRL.4.HOURS,WTRL.4.SURGE.N3,WTRL.4.WTTIME.N3,WTRL.4.SURGE.N1,WTRL.4.SURGE.N2,WTRL.4.SURGE.N4,WTRL.4.SURGE.N5,WTRL.4.WTTIME.N1,WTRL.4.WTTIME.N2,WTRL.4.WTTIME.N4,WTRL.4.WTTIME.N5,WTRL.4.RTTIME.N1,WTRL.4.RTTIME.N2,WTRL.4.RTTIME.N4,WTRL.4.RTTIME.N5,WT.5,RL.5,WTRL.5.INCOME,WTRL.5.HOURS,WTRL.5.SURGE.N3,WTRL.5.WTTIME.N3,WTRL.5.SURGE.N1,WTRL.5.SURGE.N2,WTRL.5.SURGE.N4,WTRL.5.SURGE.N5,WTRL.5.WTTIME.N1,WTRL.5.WTTIME.N2,WTRL.5.WTTIME.N4,WTRL.5.WTTIME.N5,WTRL.5.RTTIME.N1,WTRL.5.RTTIME.N2,WTRL.5.RTTIME.N4,WTRL.5.RTTIME.N5,WT.6,RL.6,WTRL.6.INCOME,WTRL.6.HOURS,WTRL.6.SURGE.N3,WTRL.6.WTTIME.N3,WTRL.6.SURGE.N1,WTRL.6.SURGE.N2,WTRL.6.SURGE.N4,WTRL.6.SURGE.N5,WTRL.6.WTTIME.N1,WTRL.6.WTTIME.N2,WTRL.6.WTTIME.N4,WTRL.6.WTTIME.N5,WTRL.6.RTTIME.N1,WTRL.6.RTTIME.N2,WTRL.6.RTTIME.N4,WTRL.6.RTTIME.N5,AGE,GENDER,HISPANIC,RACE,IMMG,EDU,STDT,EMPL,EMPL.ANOTHER,ZIPCODE,HHSIZE,CHILD,HHINCOME,INDVINCOME,HEALTH,SOURCE,COMMENTS
bc7c9kcwV8QtNCymWqFs,1,1,N4,4,2,1,9,0,0,0,,0,,22,9,1,0,24,12,1,4.7,0,0,0,8,20,1,4.9,0,1,0,16,4,0,4.9,0,0,0,30,20,0,4.1,1,0,0,16,20,1,4.3,1,1,0,0,4,0,4.3,1,1,3,130,8,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,40,10.4,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,2,40,3.2,0,16,8,12,0,0,0,0,16,30,30,12,30,30,0,,70,10.4,0,16,8,0,0,0,0,16,8,30,4,8,16,8,0,,130,12.8,0,0,0,4,8,0,30,0,0,0,4,8,12,8,1,5,40,3.2,12,0,0,0,8,16,30,0,0,0,12,16,4,4,36,0,0,2,1,5,0,3,,98108,6,4,7,7,1,3,Purpose
2InvNow4LiLDUoyHVCcF,1,1,N4,4,2,1,6,0,0,1,9,1,225,80,4,1,0,24,12,1,4.7,0,1,0,8,20,1,4.9,0,1,0,16,4,0,4.9,0,1,0,30,20,0,4.1,1,1,0,16,20,1,4.3,1,1,0,0,4,0,4.3,1,0,,292.5,9,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,90,11.7,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,2,90,3.6,0,16,8,12,0,0,0,0,16,30,30,12,30,30,0,,157.5,11.7,0,16,8,0,0,0,0,16,8,30,4,8,16,8,0,,292.5,14.4,0,0,0,4,8,0,30,0,0,0,4,8,12,8,1,5,90,3.6,12,0,0,0,8,16,30,0,0,0,12,16,4,4,51,0,0,2,1,3,0,3,,98155,5,2,6,6,2,3,
eGSo0JrwY81pVfY75bCC,,,N4,4,2,1,12,1,22,1,10,1,250,49,0,0,0,8,20,0,4.3,0,0,0,0,16,0,4.5,0,0,16,0,8,0,4.9,0,0,12,0,16,1,4.1,1,1,0,30,4,1,4.9,1,1,0,24,20,1,4.9,1,0,,250,13,0,16,16,0,4,0,0,24,0,0,4,8,8,30,1,3,400,7,8,0,8,0,8,0,0,16,0,8,4,30,12,4,0,,325,13,4,0,4,12,0,0,0,0,30,30,16,8,8,30,0,,250,10,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,1,250,4,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,100,16,0,0,8,0,0,0,0,30,8,16,12,12,16,4,33,0,0,2,1,2,0,1,,98168,2,0,11,6,1,3,
WpAkGD1N3OfpqVIae7qe,,1,N4,3,2,0,0,0,0,1,5,1,150,70,4,0,8,0,20,1,4.1,0,0,16,0,20,0,4.1,0,1,0,8,12,1,4.3,0,0,0,30,12,0,4.3,0,1,12,0,8,1,4.5,0,0,0,30,12,1,4.5,1,0,,105,6.5,0,24,0,0,0,0,0,30,16,0,8,16,4,4,0,,150,6.5,8,0,0,0,0,4,16,24,0,0,16,4,12,30,1,5,195,5,4,0,0,8,0,12,30,0,8,0,12,8,30,8,1,3,240,5,0,0,0,16,0,0,24,0,30,16,16,12,8,12,0,,105,8,0,24,4,8,0,0,0,0,8,8,4,8,30,16,1,3,195,2,0,24,0,12,4,16,16,0,0,0,12,30,8,30,31,0,0,2,1,2,0,2,,98188,1,0,6,6,1,3,No
QLCbUtF0AlTe7mQPyuYn,,1,N4,1,2,1,17,0,0,1,4,1,140,75,3,1,0,16,12,1,4.5,0,0,8,0,4,0,4.1,1,0,0,24,12,1,4.3,1,0,4,0,20,0,4.5,1,0,0,8,4,0,4.7,1,0,8,0,20,0,4.9,1,1,5,56,2.8,0,8,0,0,0,8,8,24,8,0,12,16,8,4,0,,98,5.2,0,0,0,12,0,0,8,0,0,8,30,16,30,4,1,3,140,6.4,8,0,0,0,0,0,16,30,24,30,30,16,12,30,0,,56,6.4,0,30,0,16,0,0,0,0,0,16,16,16,12,4,1,3,182,2.8,8,0,0,0,0,0,0,16,16,8,8,16,12,30,1,3,182,5.2,16,0,12,0,0,4,0,24,8,0,12,4,12,30,27,0,0,2,1,2,0,1,,98188,1,0,6,6,1,3,No
SPhUwIRAc8nyI2UaNSHX,,1,N4,4,2,1,10,1,23,0,,1,250,101,2,1,8,0,12,1,4.1,0,0,0,30,8,0,4.7,0,1,0,8,8,1,4.9,0,0,8,0,20,0,4.9,0,1,8,0,16,1,4.1,1,0,0,30,8,0,4.5,1,0,,175,12.8,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,325,3.2,8,0,0,0,8,8,24,8,0,0,30,30,4,30,1,4,250,5.6,0,24,0,12,16,0,0,0,0,30,12,8,8,30,1,2,175,3.2,0,0,0,16,12,16,8,0,0,0,4,8,30,12,1,4,400,3.2,0,0,8,0,4,0,0,24,0,8,30,30,4,4,1,3,400,5.6,16,0,0,0,16,8,24,8,0,0,4,12,30,12,40,0,0,2,1,5,0,3,,98118,5,0,6,6,2,3,No
UWf0baMkEqdWU4iZAxIv,1,,N4,4,1,1,10,1,22,1,12,1,150,50,2,1,4,0,8,1,4.7,0,1,4,0,12,1,4.7,0,1,0,30,16,1,4.7,0,1,0,24,20,0,4.3,1,1,4,0,4,0,4.5,1,1,0,8,16,0,4.9,1,1,3,195,8.4,12,0,8,4,12,0,0,0,0,8,16,8,12,12,0,,240,12,16,0,0,0,8,0,8,24,0,30,30,4,8,12,0,,150,19.2,0,8,0,16,12,0,16,0,0,0,16,8,16,12,1,3,195,12,16,0,12,4,4,0,0,0,0,16,12,16,30,16,0,,195,19.2,8,0,0,16,0,0,8,0,16,0,16,30,8,12,0,,240,19.2,0,16,8,16,0,0,0,0,0,30,8,12,8,16,40,0,0,2,1,2,0,3,,98168,3,1,4,4,2,3,No
1vjWGmOpWFkbyRZWNEqH,1,1,N4,1,1,1,10,1,16,1,7,1,140,63,0,1,0,24,4,1,4.3,0,1,0,24,16,1,4.3,0,1,0,16,20,1,4.3,0,1,16,0,12,0,4.1,1,1,16,0,16,0,4.1,1,1,12,0,8,0,4.5,1,1,2,56,9.1,0,24,0,12,0,0,8,0,8,30,12,16,30,12,1,5,224,4.9,4,0,0,8,0,12,30,0,8,0,4,30,4,4,1,3,140,7,12,0,12,8,0,0,0,0,16,24,12,12,30,30,1,3,56,4.9,4,0,16,0,8,4,0,24,0,0,12,16,16,30,1,3,140,4.9,12,0,8,12,12,8,0,0,0,0,8,30,4,12,1,2,140,11.2,12,0,8,16,4,4,0,0,0,0,30,8,12,30,43,0,0,2,1,2,0,2,,98126,8,0,6,6,1,3,No
BZxsWDrrDnr3vly6DMUs,,1,N4,4,2,1,6,1,14,1,8,0,,60,4,1,0,24,20,1,4.3,0,1,0,8,12,1,4.7,0,1,0,16,12,1,4.1,1,0,0,24,20,0,4.1,1,1,0,0,4,1,4.7,1,1,0,30,4,0,4.7,1,0,,130,10.4,0,0,0,0,16,12,16,16,0,0,12,4,8,8,0,,130,8,0,24,12,0,0,0,0,8,0,8,12,8,8,4,0,,100,10.4,16,0,0,12,12,0,8,0,0,16,12,12,8,4,1,5,160,5.6,0,30,12,4,16,8,0,0,0,0,30,4,8,4,1,5,160,3.2,4,0,0,4,8,12,8,0,0,0,4,30,16,8,1,4,70,5.6,4,0,0,4,12,0,24,0,0,0,4,12,8,16,43,1,0,1,0,2,0,3,,98003,6,3,,,7,3,
J6RApoBZHsoH3rsNtPKf,,1,N4,0,2,1,5,1,11,0,,1,100,40,4,1,8,0,20,0,4.7,0,1,0,0,12,0,4.9,0,1,8,0,20,1,4.5,1,1,0,30,16,0,4.5,1,1,0,0,16,1,4.7,1,1,4,0,4,1,4.9,1,0,,100,12.8,4,0,0,8,8,0,0,0,0,16,12,8,30,8,0,,100,8,0,24,12,16,0,0,0,0,30,0,30,30,16,8,1,2,130,5.6,0,8,12,16,0,16,0,0,30,0,8,8,16,30,0,,40,8,0,0,12,0,0,0,0,30,16,0,30,12,4,12,0,,160,8,0,16,0,4,12,12,0,0,0,0,4,8,16,12,0,,130,10.4,8,0,4,8,0,16,0,0,8,0,4,12,16,16,38,0,0,2,1,2,0,3,,98191,1,0,5,5,2,3,
BNls8aKPGZBQfY3IFrxp,,1,N4,4,1,0,0,0,0,0,,0,,45,20,1,0,8,20,1,4.1,0,1,0,16,20,1,4.1,0,0,0,8,16,0,4.3,0,1,4,0,4,1,4.7,0,0,0,0,8,0,4.7,1,0,0,0,8,0,4.9,1,1,3,70,5.6,0,24,0,0,0,0,16,30,8,8,30,8,16,30,0,,40,12.8,4,0,0,0,0,0,0,30,24,8,30,4,12,8,1,1,100,5.6,0,30,12,0,0,0,0,24,8,30,16,16,30,8,0,,40,10.4,0,0,8,12,4,0,0,0,0,24,8,16,4,16,1,5,160,10.4,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,70,12.8,4,0,0,4,4,0,0,0,0,30,8,4,8,16,31,0,0,1,1,5,0,2,,98036,1,0,7,7,1,3,No
HhyNBxaJmahXNnX4os1f,1,1,N4,4,2,0,0,0,0,1,8,1,300,100,2,1,0,16,4,1,4.7,0,1,0,30,20,0,4.7,0,0,8,0,12,0,4.1,1,0,8,0,16,1,4.3,1,1,8,0,8,1,4.5,1,0,0,8,8,1,4.7,1,1,4,210,3.2,8,0,4,8,16,0,0,0,0,8,12,4,4,12,1,3,480,5.6,12,0,0,12,0,0,30,0,24,24,12,8,4,8,0,,480,10.4,8,0,0,4,0,16,0,0,8,0,8,16,8,4,1,5,480,3.2,0,24,4,0,16,16,0,8,0,0,12,30,8,4,0,,210,12.8,0,30,0,12,4,0,16,0,0,30,8,16,8,12,1,2,300,5.6,8,0,16,16,0,0,0,0,8,0,12,8,12,12,40,1,0,2,1,2,0,3,,,2,0,3,2,2,3,No
ScEEt951KXE0plzZzrq2,1,1,N4,4,2,0,0,1,12,1,12,1,350,50,3,1,0,8,8,1,4.1,0,1,16,0,8,0,4.1,0,1,8,0,8,0,4.1,0,1,12,0,12,0,4.3,0,1,16,0,20,1,4.7,0,1,4,0,20,0,4.7,1,0,,350,15.6,0,0,0,4,0,4,24,0,8,0,16,16,12,12,0,,245,12,0,24,8,0,0,12,0,8,30,0,12,12,4,12,1,3,245,4.8,16,0,0,0,0,12,30,16,24,0,16,12,8,4,1,2,350,8.4,4,0,0,12,8,0,0,0,0,16,12,4,8,12,1,3,140,8.4,0,24,0,0,0,0,8,30,0,24,12,8,30,12,1,1,245,8.4,8,0,12,8,0,0,0,0,0,24,8,16,8,4,33,0,0,2,1,4,2,3,,98118,4,2,7,6,1,3, O
zUHRWOkxbtiMbzNPNSkD,1,1,N4,4,2,1,11,0,0,1,7,1,200,39,0,1,16,0,12,0,4.1,0,0,12,0,20,0,4.3,0,0,0,8,4,1,4.7,1,0,0,16,20,0,4.7,1,0,4,0,8,0,4.9,1,0,0,16,16,0,4.9,1,1,3,80,7,0,30,0,0,4,0,24,8,0,8,8,16,16,12,1,2,320,2.8,0,8,0,4,0,0,16,0,24,16,16,12,8,8,1,2,320,7,8,0,0,16,16,0,16,0,0,8,30,12,4,16,0,,320,11.2,4,0,0,0,12,0,16,30,0,0,30,30,4,12,1,3,200,7,4,0,16,0,8,0,0,30,0,30,30,16,8,8,1,3,80,9.1,4,0,0,0,0,12,8,0,24,0,12,12,12,16,42,0,0,2,1,2,0,3,,98198,5,3,7,7,1,3,
rXxvJ04CJJeTeMvcQWs9,1,1,N4,4,2,1,5,1,17,1,12,1,350,100,20,0,0,30,12,0,4.1,0,1,0,24,12,1,4.3,0,1,0,0,16,1,4.3,0,0,0,8,16,0,4.9,0,1,0,24,4,1,4.9,1,0,16,0,20,0,4.9,1,0,,560,19.2,0,8,0,16,12,0,0,0,0,30,8,4,4,16,1,1,455,4.8,0,16,12,0,0,0,0,16,0,0,12,8,8,16,0,,560,19.2,0,0,0,0,0,0,8,24,16,30,30,30,8,30,0,,560,19.2,16,0,8,0,0,16,0,8,0,0,4,16,12,4,0,,350,15.6,0,30,8,8,0,4,0,0,30,0,4,16,4,16,0,,350,12,0,16,8,0,4,8,0,30,0,0,12,30,8,8,38,0,0,2,1,5,0,3,,98188,5,2,7,7,1,3,Reject and lose points for long pickups. Uber 5%-10%-20%-45%.
UG2KXROU1w7jYMdiHaJf,,1,N4,4,2,1,10,1,22,1,12,1,250,30,1,1,0,24,16,1,4.7,0,1,0,30,12,0,4.7,0,1,8,0,4,0,4.1,1,1,16,0,20,0,4.1,1,1,12,0,4,1,4.5,1,0,0,8,16,0,4.7,1,1,4,325,12,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,100,15.6,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,3,100,4.8,0,16,8,12,0,0,0,0,16,30,30,12,30,30,0,,250,12,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,1,250,4.8,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,100,19.2,0,0,8,0,0,0,0,30,8,16,12,12,16,4,64,0,1,6,1,5,0,1,,98103,3,2,8,8,2,3,
5FEW5hFpFr1MqXMJkVr9,,1,N4,4,2,1,4,1,14,1,10,1,150,50,3,0,0,24,20,1,4.1,0,0,0,24,12,0,4.7,0,1,12,0,4,0,4.1,1,1,0,0,12,1,4.5,1,1,0,30,16,1,4.5,1,1,0,8,12,1,4.9,1,0,,150,13,0,16,16,0,4,0,0,24,0,0,4,8,8,30,1,3,240,7,8,0,8,0,8,0,0,16,0,8,4,30,12,4,0,,195,13,4,0,4,12,0,0,0,0,30,30,16,8,8,30,1,3,150,10,16,0,12,4,12,0,0,0,0,0,8,8,12,4,0,,195,16,0,8,12,0,0,16,0,30,16,0,4,8,30,8,0,,150,13,0,8,0,0,8,12,24,24,0,0,30,12,30,16,40,0,0,2,1,2,0,3,,98188,1,1,2,2,2,3,
YlMo35Bg7dQaxypoQ00W,1,1,N4,4,2,1,5,0,0,0,,1,200,60,2,1,0,0,4,0,4.1,0,0,0,24,20,0,4.7,0,1,0,8,4,1,4.9,0,0,0,0,20,1,4.1,1,1,8,0,12,1,4.3,1,1,12,0,4,1,4.5,1,0,,260,3.2,0,0,4,4,0,12,0,0,0,0,30,8,8,8,0,,80,12.8,12,0,16,0,0,0,0,8,16,16,4,30,30,16,0,,80,10.4,0,16,4,0,0,12,0,24,16,0,4,12,16,12,0,,320,10.4,0,24,0,0,16,0,8,16,0,8,12,12,8,4,0,,260,3.2,0,8,0,0,0,16,24,8,30,0,4,8,4,12,0,,140,10.4,12,0,12,12,8,0,0,0,0,30,8,16,30,16,39,0,0,2,1,5,0,3,,98168,2,0,7,7,2,3,
8NCRI4rrQDlwWnpFmYtc,1,1,N4,4,2,0,0,0,0,1,8,1,200,20,0,1,12,0,4,1,4.3,0,1,8,0,4,0,4.5,0,1,0,24,16,1,4.1,1,1,16,0,8,0,4.5,1,0,4,0,8,0,4.5,1,0,0,24,20,0,4.5,1,0,,260,12.8,16,0,8,16,0,0,0,0,0,8,4,30,8,8,0,,260,12.8,0,16,0,12,0,0,24,0,8,24,4,12,8,30,0,,140,12.8,12,0,0,0,0,0,30,24,16,0,8,8,16,30,0,,140,10.4,16,0,16,0,0,8,0,0,8,0,4,30,4,12,1,3,80,3.2,0,8,8,4,0,12,0,0,16,0,12,12,8,30,1,4,140,8,4,0,0,0,16,16,0,8,0,0,30,16,8,16,54,0,0,2,1,5,0,3,,98118,4,0,8,8,2,3,
3V7RVrILbptyGhqtHCt7,1,1,N4,4,2,0,0,0,0,1,8,0,,55,3,1,0,24,12,0,4.1,0,1,0,30,16,1,4.7,0,1,12,0,12,0,4.1,1,1,16,0,8,1,4.3,1,0,0,30,16,0,4.5,1,1,8,0,8,0,4.9,1,0,,100,12.8,0,0,12,8,0,0,0,0,24,30,8,12,16,8,0,,160,10.4,0,30,0,0,12,0,0,30,0,0,12,30,12,8,0,,40,8,8,0,12,12,0,0,0,0,30,24,8,12,4,8,0,,100,10.4,12,0,0,4,0,0,24,0,0,0,30,8,16,8,1,2,100,3.2,0,8,0,12,0,0,0,0,8,8,16,12,4,30,0,,130,10.4,0,24,8,0,0,0,0,30,30,16,12,4,12,16,43,0,0,2,1,2,0,3,,98155,1,1,1,1,1,3,
S4QvE3VajnxUN9ouZPla,1,1,N4,3,2,1,7,1,22,1,8,1,350,50,3,1,8,0,16,0,4.1,0,0,0,0,16,1,4.5,0,0,0,30,16,0,4.1,1,0,8,0,20,0,4.3,1,1,12,0,8,1,4.5,1,1,0,24,20,1,4.7,1,0,,245,10.4,0,24,0,0,0,0,0,30,16,0,8,16,4,4,0,,350,10.4,8,0,0,0,0,4,16,24,0,0,16,4,12,30,1,5,455,8,4,0,0,8,0,12,30,0,8,0,12,8,30,8,1,1,560,8,4,0,16,0,0,0,0,30,24,24,4,30,12,8,0,,245,12.8,16,0,0,0,8,8,16,30,0,0,16,16,8,30,0,,140,10.4,16,0,4,16,12,0,0,0,0,16,12,12,16,30,27,0,0,2,1,2,0,3,,98057,1,0,7,7,1,3,
aQ7wIA4EtNAOgrohBB0a,,1,N4,4,1,1,9,1,23,1,10,1,200,35,0,1,4,0,12,0,4.5,0,0,0,0,20,0,4.7,0,1,12,0,4,1,4.9,0,1,8,0,12,1,4.5,1,1,0,24,12,0,4.5,1,0,4,0,16,1,4.9,1,1,3,80,4,16,0,4,0,8,0,0,0,0,0,12,12,30,8,0,,320,13,0,0,0,16,0,0,30,0,8,24,16,12,12,12,1,3,260,4,16,0,8,0,0,12,0,24,24,0,12,12,4,30,0,,320,16,8,0,0,0,16,4,16,16,0,0,30,4,30,8,0,,320,7,0,0,0,4,16,8,0,0,0,0,16,16,30,30,0,,80,16,0,24,12,0,0,0,0,8,24,0,4,8,12,16,61,0,1,6,1,2,0,2,,98125,3,0,7,7,2,3,
YPuzGLwpWbvoSxLWrnpl,,1,N4,4,2,0,0,0,0,0,,0,,20,0,1,0,30,20,0,4.3,0,1,0,0,16,1,4.7,0,1,4,0,12,0,4.7,0,1,0,30,12,0,4.3,1,1,0,0,8,1,4.5,1,1,12,0,16,1,4.9,1,0,,40,5.6,0,8,0,0,0,8,8,24,8,0,12,16,8,4,0,,70,10.4,0,0,0,12,0,0,8,0,0,8,30,16,30,4,0,,100,12.8,8,0,0,0,0,0,16,30,24,30,30,16,12,30,1,2,70,3.2,0,0,0,16,12,16,8,0,0,0,4,8,30,12,1,3,160,3.2,0,0,8,0,4,0,0,24,0,8,30,30,4,4,1,4,160,5.6,16,0,0,0,16,8,24,8,0,0,4,12,30,12,52,0,0,2,1,5,1,3,,98198,6,2,6,6,1,3,
aHsKi5aO1EbT5W1xkKni,,1,N4,4,2,1,8,1,22,1,12,1,200,20,2,1,0,0,20,1,4.3,0,1,0,0,12,0,4.3,0,1,0,24,12,0,4.1,1,1,0,16,16,1,4.3,1,1,12,0,12,0,4.5,1,1,16,0,4,1,4.7,1,0,,140,19.2,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,260,4.8,8,0,0,0,8,8,24,8,0,0,30,30,4,30,1,4,200,8.4,0,24,0,12,16,0,0,0,0,30,12,8,8,30,0,,140,15.6,0,30,0,8,4,0,8,0,0,0,12,30,12,4,0,3,320,12,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,260,19.2,0,24,0,16,16,16,0,0,0,0,12,8,16,4,27,0,0,2,1,2,0,3,,98198,2,0,3,3,1,3,
D2BIp0ysQVWmdZXStTZu,,1,N4,4,2,1,15,1,3,1,12,0,,70,2,1,0,24,4,1,4.7,0,1,4,0,16,1,4.7,0,0,0,0,20,0,4.9,0,1,0,24,8,1,4.1,1,1,0,0,20,1,4.3,1,1,0,16,12,1,4.9,1,1,5,130,8.4,0,30,4,0,0,12,0,30,30,0,12,12,30,16,0,,40,8.4,16,0,0,8,0,12,24,0,30,0,12,8,8,8,0,,70,12,0,16,8,0,0,12,0,8,30,0,12,12,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,2,1,2,0,3,,98168,2,0,6,6,2,3,
xCYZc6PgSdDNrNRNM6Y7,1,1,N4,4,2,1,10,1,18.5,1,9,1,200,100,1,1,0,24,4,1,4.7,0,1,4,0,16,1,4.7,0,0,0,0,20,0,4.9,0,1,0,24,8,1,4.1,1,1,0,0,20,1,4.3,1,1,0,16,12,1,4.9,1,1,1,260,6.3,0,30,4,0,0,12,0,30,30,0,12,12,30,16,1,3,80,6.3,16,0,0,8,0,12,24,0,30,0,12,8,8,8,0,,140,9,0,16,8,0,0,12,0,8,30,0,12,12,12,30,0,,140,6.3,0,8,0,0,8,16,24,8,0,0,30,16,4,8,0,,80,9,4,0,0,12,0,8,0,0,8,0,16,12,8,4,1,3,320,9,0,8,0,0,4,0,24,24,0,30,16,8,12,30,43,0,0,2,1,4,0,3,,98031,9,7,6,6,1,3,
2Do2rTUkHXHBecOhIdkq,1,1,N4,4,1,1,10,1,23,1,6,1,250,160,20,1,0,24,4,1,4.7,0,1,4,0,16,1,4.7,0,0,0,0,20,0,4.9,0,1,0,24,8,1,4.1,1,0,0,0,20,1,4.3,1,1,0,16,12,1,4.9,1,1,3,325,4.2,0,30,4,0,0,12,0,30,30,0,12,12,30,16,1,3,100,4.2,16,0,0,8,0,12,24,0,30,0,12,8,8,8,1,3,175,6,0,16,8,0,0,12,0,8,30,0,12,12,12,30,1,5,175,4.2,0,8,0,0,8,16,24,8,0,0,30,16,4,8,1,3,100,6,4,0,0,12,0,8,0,0,8,0,16,12,8,4,0,,400,6,0,8,0,0,4,0,24,24,0,30,16,8,12,30,35,0,0,6,1,5,0,3,,98038,4,2,9,9,2,3,No
X2lSeYD7KIJ57ZXjFXsP,1,,N4,4,2,1,9,1,1,1,8,0,,65,4,1,0,0,16,0,4.1,0,1,0,30,4,1,4.7,0,1,0,30,16,0,4.7,0,1,8,0,8,0,4.9,0,1,0,30,16,0,4.3,1,1,0,30,16,0,4.7,1,1,5,70,3.2,12,0,0,0,0,16,30,24,0,0,16,30,8,4,1,2,130,5.6,0,24,0,4,0,0,0,0,30,30,12,4,8,30,1,3,130,5.6,0,0,8,0,4,0,0,24,0,24,30,8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,2,1,2,0,3,,98168,1,0,5,5,2,3,
9dI9BMaYbHGDZ4S1t5Uf,1,1,N4,4,2,0,0,0,0,1,8,1,250,83,4,0,4,0,16,0,4.3,0,1,16,0,4,0,4.7,0,0,0,30,12,0,4.9,0,0,0,8,20,0,4.1,1,1,12,0,8,1,4.5,1,0,16,0,16,0,4.5,1,0,,400,10.4,0,16,0,0,0,16,30,16,16,0,30,4,16,16,1,1,250,5.6,0,8,12,0,0,0,0,24,24,30,4,4,30,4,0,,100,8,0,16,8,4,0,0,0,0,0,8,16,12,12,30,0,,325,8,16,0,12,4,4,0,0,0,0,16,12,16,30,16,0,,325,12.8,8,0,0,16,0,0,8,0,16,0,16,30,8,12,0,,400,12.8,0,16,8,16,0,0,0,0,0,30,8,12,8,16,36,0,0,2,1,2,0,3,,98168,8,6,7,7,3,3,
