USERID,COMP_Uber,COMP_Lyft,ATTENTION,WKYEARS,COVID,STARTTIME.YN,STARTTIME,STOPTIME.YN,STOPTIME,WKHOURS.YN,WKHOURS,TGINCOME.YN,TGINCOME,WEEK.TRIPS,WEEK.TRIPS.RJ,RESP.1,RESP.1.SURGE,RESP.1.WTTIME,RESP.1.RLTIME,RESP.1.LTRIP,RESP.1.PR,RESP.1.SHARED,RESP.2,RESP.2.SURGE,RESP.2.WTTIME,RESP.2.RLTIME,RESP.2.LTRIP,RESP.2.PR,RESP.2.SHARED,RESP.3,RESP.3.SURGE,RESP.3.WTTIME,RESP.3.RLTIME,RESP.3.LTRIP,RESP.3.PR,RESP.3.SHARED,RESP.4,RESP.4.SURGE,RESP.4.WTTIME,RESP.4.RLTIME,RESP.4.LTRIP,RESP.4.PR,RESP.4.SHARED,RESP.5,RESP.5.SURGE,RESP.5.WTTIME,RESP.5.RLTIME,RESP.5.LTRIP,RESP.5.PR,RESP.5.SHARED,RESP.6,RESP.6.SURGE,RESP.6.WTTIME,RESP.6.RLTIME,RESP.6.LTRIP,RESP.6.PR,RESP.6.SHARED,WT.1,RL.1,WTRL.1.INCOME,WTRL.1.HOURS,WTRL.1.SURGE.N3,WTRL.1.WTTIME.N3,WTRL.1.SURGE.N1,WTRL.1.SURGE.N2,WTRL.1.SURGE.N4,WTRL.1.SURGE.N5,WTRL.1.WTTIME.N1,WTRL.1.WTTIME.N2,WTRL.1.WTTIME.N4,WTRL.1.WTTIME.N5,WTRL.1.RTTIME.N1,WTRL.1.RTTIME.N2,WTRL.1.RTTIME.N4,WTRL.1.RTTIME.N5,WT.2,RL.2,WTRL.2.INCOME,WTRL.2.HOURS,WTRL.2.SURGE.N3,WTRL.2.WTTIME.N3,WTRL.2.SURGE.N1,WTRL.2.SURGE.N2,WTRL.2.SURGE.N4,WTRL.2.SURGE.N5,WTRL.2.WTTIME.N1,WTRL.2.WTTIME.N2,WTRL.2.WTTIME.N4,WTRL.2.WTTIME.N5,WTRL.2.RTTIME.N1,WTRL.2.RTTIME.N2,WTRL.2.RTTIME.N4,WTRL.2.RTTIME.N5,WT.3,RL.3,WTRL.3.INCOME,WTRL.3.HOURS,WTRL.3.SURGE.N3,WTRL.3.WTTIME.N3,WTRL.3.SURGE.N1,WTRL.3.SURGE.N2,WTRL.3.SURGE.N4,WTRL.3.SURGE.N5,WTRL.3.WTTIME.N1,WTRL.3.WTTIME.N2,WTRL.3.WTTIME.N4,WTRL.3.WTTIME.N5,WTRL.3.RTTIME.N1,WTRL.3.RTTIME.N2,WTRL.3.RTTIME.N4,WTRL.3.RTTIME.N5,WT.4,RL.4,WTRL.4.INCOME,WTRL.4.HOURS,WTRL.4.SURGE.N3,WTRL.4.WTTIME.N3,WTRL.4.SURGE.N1,WTRL.4.SURGE.N2,WTRL.4.SURGE.N4,WTRL.4.SURGE.N5,WTRL.4.WTTIME.N1,WTRL.4.WTTIME.N2,WTRL.4.WTTIME.N4,WTRL.4.WTTIME.N5,WTRL.4.RTTIME.N1,WTRL.4.RTTIME.N2,WTRL.4.RTTIME.N4,WTRL.4.RTTIME.N5,WT.5,RL.5,WTRL.5.INCOME,WTRL.5.HOURS,WTRL.5.SURGE.N3,WTRL.5.WTTIME.N3,WTRL.5.SURGE.N1,WTRL.5.SURGE.N2,WTRL.5.SURGE.N4,WTRL.5.SURGE.N5,WTRL.5.WTTIME.N1,WTRL.5.WTTIME.N2,WTRL.5.WTTIME.N4,WTRL.5.WTTIME.N5,WTRL.5.RTTIME.N1,WTRL.5.RTTIME.N2,WTRL.5.RTTIME.N4,WTRL.5.RTTIME.N5,WT.6,RL.6,WTRL.6.INCOME,WTRL.6.HOURS,WTRL.6.SURGE.N3,WTRL.6.WTTIME.N3,WTRL.6.SURGE.N1,WTRL.6.SURGE.N2,WTRL.6.SURGE.N4,WTRL.6.SURGE.N5,WTRL.6.WTTIME.N1,WTRL.6.WTTIME.N2,WTRL.6.WTTIME.N4,WTRL.6.WTTIME.N5,WTRL.6.RTTIME.N1,WTRL.6.RTTIME.N2,WTRL.6.RTTIME.N4,WTRL.6.RTTIME.N5,AGE,GENDER,HISPANIC,RACE,IMMG,EDU,STDT,EMPL,EMPL.ANOTHER,ZIPCODE,HHSIZE,CHILD,HHINCOME,INDVINCOME,HEALTH,SOURCE,COMMENTS
hgEOMrC9fsaMKFKs0eU4,,1,N4,4,1,1,5.5,1,15,0,,0,,50,0,1,0,8,20,0,4.1,0,1,0,30,4,1,4.9,0,1,0,24,20,1,4.3,1,1,12,0,16,0,4.5,1,1,0,24,12,1,4.9,1,1,12,0,20,1,4.9,1,1,4,130,5.6,12,0,8,4,12,0,0,0,0,8,16,8,12,12,0,,160,8,16,0,0,0,8,0,8,24,0,30,30,4,8,12,1,2,100,12.8,0,8,0,16,12,0,16,0,0,0,16,8,16,12,1,1,40,5.6,4,0,16,0,8,4,0,24,0,0,12,16,16,30,1,3,100,5.6,12,0,8,12,12,8,0,0,0,0,8,30,4,12,0,,100,12.8,12,0,8,16,4,4,0,0,0,0,30,8,12,30,42,0,0,2,1,1,0,3,,98118,1,0,,,1,3,
w8aU1DXMQaFkvnewHbux,,1,N4,2,1,0,0,0,0,1,9,0,,50,2,1,4,0,16,0,4.1,0,1,0,0,16,1,4.3,0,0,0,8,16,0,4.7,0,1,0,30,4,0,4.3,1,1,0,24,16,1,4.9,1,0,0,24,16,0,4.9,1,0,,40,11.7,0,24,0,12,0,0,8,0,8,30,12,16,30,12,1,5,160,6.3,4,0,0,8,0,12,30,0,8,0,4,30,4,4,0,,100,9,12,0,12,8,0,0,0,0,16,24,12,12,30,30,1,3,70,6.3,16,0,12,0,8,0,0,30,0,8,4,8,30,4,0,,160,3.6,0,16,8,8,0,16,0,0,30,0,30,16,30,30,0,,130,14.4,4,0,0,0,0,0,0,24,8,16,12,12,30,30,35,0,0,2,1,2,0,3,,98148,5,3,7,7,2,3,
9jvoBaqMh25IX2nx8IVU,,1,N4,4,2,1,4,1,14,1,8,1,175,80,0,1,8,0,12,1,4.7,0,1,0,0,12,0,4.7,0,1,0,24,20,1,4.9,0,1,12,0,20,0,4.3,1,1,0,8,16,1,4.5,1,1,12,0,8,0,4.9,1,0,,175,12.8,0,16,4,16,0,0,0,0,30,16,30,30,30,4,0,,227.5,3.2,0,30,0,16,8,0,0,0,0,24,16,8,12,8,0,,280,10.4,4,0,0,0,16,0,24,24,0,30,12,30,12,4,1,3,175,3.2,12,0,0,0,0,0,30,0,8,24,30,4,8,30,0,,70,10.4,8,0,16,8,8,12,0,0,0,0,12,4,12,12,0,,122.5,3.2,4,0,12,8,0,4,0,0,30,0,8,30,8,16,42,0,0,2,1,3,0,3,,98188,1,0,7,7,1,3,
VHorbAoJ2yWCwbcecEks,1,1,N4,4,1,1,7.5,1,13.5,1,10,1,250,30,3,1,0,16,12,0,4.5,0,1,12,0,16,0,4.5,0,1,16,0,4,1,4.1,1,1,0,0,16,1,4.5,1,1,0,16,8,0,4.7,1,1,16,0,12,0,4.9,1,1,4,400,10,0,24,0,0,16,4,0,24,0,0,16,30,4,8,0,,175,10,12,0,8,16,0,0,0,0,8,0,16,16,16,16,0,,175,13,8,0,0,0,0,0,30,8,30,8,16,12,8,30,0,,325,13,12,0,16,0,4,0,0,30,0,30,30,16,16,30,0,,400,16,0,24,8,16,0,0,0,0,16,30,12,12,8,30,1,1,175,4,0,8,16,0,4,8,0,0,0,0,8,4,16,12,40,0,0,2,1,2,0,3,,98030,1,0,6,6,1,3,
aWFIUMKK6yR4u6EDByxz,,1,N4,4,2,1,6,1,14,1,8,0,,48,0,1,0,16,4,0,4.1,0,1,0,24,8,1,4.7,0,1,0,24,8,0,4.9,0,1,0,0,16,1,4.1,1,1,0,24,8,1,4.7,1,1,0,30,20,1,4.9,1,0,,160,8,0,30,8,0,16,0,0,16,0,8,8,8,16,8,0,,70,8,16,0,12,12,0,0,0,0,30,30,12,8,8,4,0,,70,8,8,0,12,0,0,0,0,8,30,0,4,4,8,30,1,4,160,5.6,0,30,12,4,16,8,0,0,0,0,30,4,8,4,1,5,160,3.2,4,0,0,4,8,12,8,0,0,0,4,30,16,8,1,4,70,5.6,4,0,0,4,12,0,24,0,0,0,4,12,8,16,50,0,0,2,1,2,0,3,,98133,2,0,7,6,1,3,what's the purpose?
JsabgwdYh3I6ugmcVmmi,1,1,N4,4,2,1,11,1,23,1,12,1,200,81,0,1,0,0,16,1,4.1,0,1,4,0,12,0,4.1,0,1,0,0,8,0,4.3,0,1,4,0,8,0,4.7,0,1,12,0,20,1,4.1,1,1,0,8,16,1,4.3,1,0,,260,15.6,0,0,0,0,16,12,16,16,0,0,12,4,8,8,0,,260,12,0,24,12,0,0,0,0,8,0,8,12,8,8,4,0,,200,15.6,16,0,0,12,12,0,8,0,0,16,12,12,8,4,0,,320,19.2,12,0,0,16,0,0,0,0,24,16,30,8,4,16,0,,200,15.6,4,0,0,4,16,0,8,0,0,0,12,8,4,4,1,5,80,8.4,0,30,0,0,0,12,24,24,24,0,12,4,30,4,37,0,0,2,1,2,0,3,,9188,1,0,7,7,1,3,purpose?
RSqbRULQgIJwioxuF4Rl,1,1,N4,4,2,0,0,0,0,0,,1,100,19,0,1,0,30,4,1,4.5,0,1,0,24,8,1,4.5,0,1,4,0,16,0,4.7,0,0,4,0,8,1,4.1,1,0,0,24,4,0,4.1,1,0,0,30,20,0,4.5,1,0,,160,10.4,0,16,0,0,0,16,30,16,16,0,30,4,16,16,0,,100,5.6,0,8,12,0,0,0,0,24,24,30,4,4,30,4,0,,40,8,0,16,8,4,0,0,0,0,0,8,16,12,12,30,0,,130,8,16,0,12,4,4,0,0,0,0,16,12,16,30,16,0,,130,12.8,8,0,0,16,0,0,8,0,16,0,16,30,8,12,0,,160,12.8,0,16,8,16,0,0,0,0,0,30,8,12,8,16,63,0,0,4,1,2,0,2,,98125,3,0,8,6,2,3,
RG6MYNGeiG51zMLXwdeV,1,,N4,4,2,1,5,1,15,1,8,1,250,50,7,1,0,0,8,1,4.1,0,1,12,0,20,0,4.1,0,1,12,0,12,1,4.5,0,0,0,24,8,0,4.7,0,0,0,8,16,0,4.1,1,0,0,30,12,0,4.7,1,0,,325,5.6,12,0,8,4,12,0,0,0,0,8,16,8,12,12,0,,400,8,16,0,0,0,8,0,8,24,0,30,30,4,8,12,0,,250,12.8,0,8,0,16,12,0,16,0,0,0,16,8,16,12,1,3,100,5.6,4,0,16,0,8,4,0,24,0,0,12,16,16,30,0,,250,5.6,12,0,8,12,12,8,0,0,0,0,8,30,4,12,0,,250,12.8,12,0,8,16,4,4,0,0,0,0,30,8,12,30,38,0,0,2,1,2,0,3,,98118,3,1,8,8,1,3,Restroom. 
QDHUSC3tmv4eZ90uMuKq,1,,N4,4,1,1,3,1,15,1,12,1,300,140,7,1,0,24,20,0,4.5,0,1,0,8,20,1,4.3,1,1,8,0,4,1,4.7,1,1,12,0,8,1,4.7,1,1,0,0,12,0,4.7,1,1,0,0,12,0,4.9,1,1,2,120,15.6,0,24,0,12,0,0,8,0,8,30,12,16,30,12,1,5,480,8.4,4,0,0,8,0,12,30,0,8,0,4,30,4,4,1,3,300,12,12,0,12,8,0,0,0,0,16,24,12,12,30,30,1,3,210,8.4,16,0,12,0,8,0,0,30,0,8,4,8,30,4,1,5,480,4.8,0,16,8,8,0,16,0,0,30,0,30,16,30,30,0,,390,19.2,4,0,0,0,0,0,0,24,8,16,12,12,30,30,35,0,0,4,1,2,0,3,,98168,5,3,9,8,3,3,
HpkYyCfVtGNaB9KvL1mR,1,1,N4,4,2,1,10,1,1,1,12,0,,100,8,1,16,0,4,1,4.3,0,1,16,0,8,1,4.3,0,1,4,0,12,1,4.5,0,1,0,24,8,0,4.1,1,0,4,0,20,0,4.3,1,1,0,0,16,1,4.9,1,1,3,100,19.2,0,16,4,16,0,0,0,0,30,16,30,30,30,4,1,2,130,4.8,0,30,0,16,8,0,0,0,0,24,16,8,12,8,1,3,160,15.6,4,0,0,0,16,0,24,24,0,30,12,30,12,4,1,3,100,4.8,12,0,0,0,0,0,30,0,8,24,30,4,8,30,1,3,40,15.6,8,0,16,8,8,12,0,0,0,0,12,4,12,12,1,3,70,4.8,4,0,12,8,0,4,0,0,30,0,8,30,8,16,24,0,0,2,1,2,0,3,,98188,4,0,9,7,3,3,
Oh3YeV5FVw6WEJWlXE49,1,1,N4,4,2,0,0,0,0,0,,1,200,55,3,1,12,0,4,1,4.3,0,1,0,24,8,0,4.3,0,1,16,0,8,1,4.9,0,0,4,0,8,1,4.3,1,0,12,0,8,0,4.5,1,0,0,24,12,0,4.7,1,1,4,320,8,0,24,0,0,16,4,0,24,0,0,16,30,4,8,1,3,140,8,12,0,8,16,0,0,0,0,8,0,16,16,16,16,0,,140,10.4,8,0,0,0,0,0,30,8,30,8,16,12,8,30,1,3,260,10.4,12,0,16,0,4,0,0,30,0,30,30,16,16,30,0,,320,12.8,0,24,8,16,0,0,0,0,16,30,12,12,8,30,1,1,140,3.2,0,8,16,0,4,8,0,0,0,0,8,4,16,12,27,0,0,2,1,6,0,2,,98168,1,1,4,4,1,3,Flexible. 
oKS2BBlntGnIokIwCXuN,1,1,N4,1,2,1,10,0,0,1,8,0,,50,3,1,16,0,12,1,4.1,0,1,8,0,8,0,4.5,0,1,0,0,4,0,4.9,0,1,12,0,20,0,4.9,0,0,0,16,20,0,4.1,1,0,4,0,4,0,4.3,1,1,1,160,8,0,30,8,0,16,0,0,16,0,8,8,8,16,8,0,,70,8,16,0,12,12,0,0,0,0,30,30,12,8,8,4,0,,70,8,8,0,12,0,0,0,0,8,30,0,4,4,8,30,1,4,160,5.6,0,30,12,4,16,8,0,0,0,0,30,4,8,4,1,3,160,3.2,4,0,0,4,8,12,8,0,0,0,4,30,16,8,0,,70,5.6,4,0,0,4,12,0,24,0,0,0,4,12,8,16,49,0,0,4,1,2,0,3,,98030,2,0,7,7,1,3,
TBHY3ivAYThFrw7pt5co,1,1,N4,4,1,1,8,1,23,1,12,1,250,110,15,1,0,16,8,0,4.5,0,1,0,8,16,0,4.5,0,1,12,0,16,1,4.7,0,1,16,0,8,1,4.3,1,1,0,8,16,1,4.3,1,1,0,30,8,0,4.5,1,1,3,325,15.6,0,0,0,0,16,12,16,16,0,0,12,4,8,8,1,3,325,12,0,24,12,0,0,0,0,8,0,8,12,8,8,4,0,,250,15.6,16,0,0,12,12,0,8,0,0,16,12,12,8,4,0,,400,19.2,12,0,0,16,0,0,0,0,24,16,30,8,4,16,0,,250,15.6,4,0,0,4,16,0,8,0,0,0,12,8,4,4,0,,100,8.4,0,30,0,0,0,12,24,24,24,0,12,4,30,4,38,0,0,2,1,2,0,3,,98188,2,0,4,4,1,3,
BZ9XTir3lSV5za6kzrSt,1,1,N4,4,2,0,0,0,0,0,,0,,20,2,1,8,0,16,1,4.3,0,1,0,30,8,0,4.3,0,1,0,8,4,0,4.7,0,1,16,0,4,0,4.5,1,1,8,0,20,1,4.7,1,1,0,30,12,0,4.7,1,1,1,130,10.4,0,30,0,16,0,0,0,0,30,0,4,16,4,30,1,2,70,3.2,0,24,0,4,8,0,16,0,0,0,4,4,12,12,1,2,130,5.6,0,16,0,4,0,0,8,0,16,24,4,8,16,4,0,,40,12.8,16,0,16,0,0,4,0,8,0,0,30,30,30,4,1,3,70,5.6,0,0,4,8,0,0,0,0,30,8,12,30,8,4,1,2,100,3.2,8,0,12,16,8,0,0,0,0,30,30,8,4,4,39,0,0,2,1,2,0,2,,98168,3,0,7,7,1,3,
qyLCBgaorjCFhGiWEvrS,1,1,N4,4,1,1,23,0,0,0,,0,,30,1,0,16,0,20,1,4.1,0,0,0,8,16,1,4.5,0,0,0,0,16,0,4.9,0,0,4,0,16,1,4.7,1,1,0,16,4,0,4.7,1,0,12,0,20,0,4.9,1,0,,70,5.6,0,30,16,8,16,0,0,0,0,0,16,4,30,4,0,,40,8,0,8,0,16,0,12,24,0,24,0,16,30,4,8,0,,130,8,0,30,8,0,0,16,0,8,0,0,12,12,4,4,0,,40,8,0,24,8,0,0,16,0,0,30,0,8,30,4,8,0,,40,5.6,8,0,12,8,0,0,0,0,0,0,30,12,12,8,0,,70,5.6,12,0,0,4,0,12,16,0,0,0,12,8,8,4,37,0,0,1,0,5,0,1,,98109,1,0,10,10,1,3,
Jc2imvHwZcWXtQqbgiAn,1,1,N4,4,1,1,12,1,0,1,12,1,250,70,0,1,8,0,12,0,4.1,0,1,12,0,16,1,4.3,0,1,16,0,20,1,4.3,0,1,0,0,16,0,4.5,1,1,4,0,8,1,4.7,1,1,12,0,12,1,4.9,1,0,,325,8.4,16,0,0,16,0,0,8,0,0,0,16,8,8,4,0,,175,12,0,30,0,8,4,0,30,0,0,0,16,12,30,8,0,,100,8.4,0,16,16,8,12,12,0,0,0,0,16,8,4,8,1,5,175,4.8,0,16,0,0,8,12,16,0,0,0,4,30,4,12,0,,325,8.4,4,0,16,16,16,0,0,0,0,16,8,30,12,8,0,,325,12,12,0,16,0,0,0,0,8,24,16,30,30,30,4,51,0,0,2,1,4,0,3,,98105,3,1,5,5,2,3,
eWBzLhG8C0burspJk2GI,,1,N4,4,2,0,0,0,0,0,,1,250,0,0,1,12,0,12,0,4.1,0,1,0,8,20,1,4.3,0,1,0,0,16,1,4.9,0,0,8,0,16,0,4.9,0,0,0,30,12,0,4.3,1,0,0,30,20,0,4.7,1,0,,325,12.8,0,30,16,0,8,0,0,16,0,16,16,30,12,12,1,3,325,10.4,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,,100,12.8,0,16,0,0,16,0,8,30,0,16,16,4,30,4,1,3,100,8,12,0,12,0,0,0,0,16,30,24,12,16,4,4,1,3,250,5.6,16,0,0,0,4,12,30,30,0,0,8,30,12,16,1,3,100,8,16,0,8,0,0,0,0,16,0,0,12,30,16,12,31,0,0,4,1,5,0,3,,98032,3,1,6,5,1,3,
Hr3XxsvE5KZ4FMUwTYVi,1,,N4,4,1,1,8,1,16,1,8,1,120,25,5,1,16,0,16,1,4.1,0,1,8,0,20,1,4.5,0,1,0,8,20,1,4.5,0,1,8,0,8,1,4.1,1,1,0,30,20,1,4.1,1,1,0,8,4,0,4.5,1,1,5,120,8,0,8,8,0,0,0,0,0,24,0,12,30,8,4,1,3,84,10.4,4,0,0,8,4,0,30,0,0,8,8,4,16,30,1,2,120,3.2,0,0,0,12,0,0,24,0,0,0,12,16,4,16,0,,192,3.2,12,0,12,4,8,4,0,0,0,0,8,4,12,30,1,3,156,8,0,8,0,16,4,12,0,0,0,0,16,4,12,4,0,,192,3.2,16,0,8,0,0,4,0,16,8,0,12,16,8,30,39,0,0,4,1,1,0,3,,98030,4,0,6,5,2,3,
JbyhtqOIWNJTmVNEcoeW,1,,N4,4,2,1,10,1,22,1,8,1,200,60,0,1,0,0,8,1,4.1,0,1,0,16,4,1,4.3,0,1,4,0,12,1,4.3,0,1,0,30,16,1,4.5,0,1,0,24,16,1,4.3,1,1,8,0,8,0,4.3,1,0,,200,12.8,0,24,0,8,0,4,8,0,30,0,16,4,30,4,0,,200,10.4,0,24,0,16,4,0,24,0,0,8,30,8,8,12,1,1,320,5.6,0,24,8,8,0,8,0,0,8,0,4,8,30,30,1,3,80,8,0,0,12,0,0,0,0,30,16,0,30,12,4,12,1,2,320,8,0,16,0,4,12,12,0,0,0,0,4,8,16,12,0,,260,10.4,8,0,4,8,0,16,0,0,8,0,4,12,16,16,50,0,0,2,1,3,0,3,,98031,6,4,7,7,1,3,
UFTKirTkKk50TOlmxhri,1,1,N4,4,2,1,8,0,0,1,10,0,,70,6,1,0,30,4,1,4.5,0,1,0,30,16,0,4.5,0,1,0,0,8,1,4.9,0,1,0,0,16,0,4.1,1,1,16,0,20,1,4.5,1,1,4,0,20,1,4.5,1,0,,100,16,4,0,0,8,8,0,0,0,0,16,12,8,30,8,0,,100,10,0,24,12,16,0,0,0,0,30,0,30,30,16,8,1,2,130,7,0,8,12,16,0,16,0,0,30,0,8,8,16,30,0,,160,13,16,0,16,0,0,0,0,24,0,0,8,16,16,30,1,1,40,4,0,24,0,0,16,4,0,16,0,0,4,30,30,8,0,,40,16,0,8,0,0,0,0,30,30,30,0,16,4,12,12,49,0,0,2,1,2,0,3,,98188,3,0,3,3,1,3,
K6Gjm6PMYRoFnCaA8pxT,1,1,N4,4,2,1,9.5,1,21.5,1,12,1,250,37,5,1,4,0,4,1,4.3,0,1,4,0,16,0,4.7,0,0,0,30,20,0,4.7,0,1,16,0,4,1,4.9,0,1,4,0,8,0,4.7,1,0,0,30,16,0,4.7,1,0,,325,4.8,12,0,8,0,0,0,0,16,0,24,4,16,16,30,0,,100,4.8,8,0,0,4,8,0,30,0,0,8,30,16,30,16,0,,100,4.8,4,0,4,0,12,0,0,8,0,16,30,12,8,30,0,,100,15.6,0,0,8,12,4,0,0,0,0,24,8,16,4,16,0,,400,15.6,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,175,19.2,4,0,0,4,4,0,0,0,0,30,8,4,8,16,56,0,0,4,1,2,0,3,,98188,3,1,8,5,1,3,
Hcgr7knAqIVvYhKMOF3t,1,1,N4,4,1,1,9,1,20,1,12,1,250,65,11,1,12,0,4,0,4.1,0,1,4,0,8,0,4.3,0,0,8,0,16,0,4.5,0,0,4,0,12,0,4.9,0,0,0,16,16,0,4.5,1,1,0,0,8,0,4.7,1,0,,250,15.6,0,16,16,0,4,0,0,24,0,0,4,8,8,30,1,3,400,8.4,8,0,8,0,8,0,0,16,0,8,4,30,12,4,0,,325,15.6,4,0,4,12,0,0,0,0,30,30,16,8,8,30,0,,250,12,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,1,250,4.8,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,100,19.2,0,0,8,0,0,0,0,30,8,16,12,12,16,4,36,0,0,4,1,6,0,2,,98375,4,2,8,8,1,3,
JNNqPFOYwjRqxGiZ6eSt,1,1,N4,4,2,1,11,0,0,1,7,1,200,50,5,1,0,8,8,0,4.3,0,1,0,8,4,0,4.1,1,1,0,30,8,0,4.3,1,1,0,24,8,1,4.5,1,1,0,16,8,1,4.7,1,1,0,8,4,1,4.9,1,0,,260,11.2,16,0,8,16,0,0,0,0,0,8,4,30,8,8,0,,260,11.2,0,16,0,12,0,0,24,0,8,24,4,12,8,30,0,,140,11.2,12,0,0,0,0,0,30,24,16,0,8,8,16,30,0,,320,9.1,0,24,0,0,16,0,8,16,0,8,12,12,8,4,1,5,260,2.8,0,8,0,0,0,16,24,8,30,0,4,8,4,12,0,,140,9.1,12,0,12,12,8,0,0,0,0,30,8,16,30,16,31,0,0,2,1,2,0,3,,98168,1,0,5,5,1,3,
VZ4fSuyeXzn78l731uys,1,1,N4,4,2,1,5,1,17,1,12,0,,50,5,1,8,0,4,1,4.1,0,0,8,0,16,1,4.1,0,1,0,24,4,0,4.3,0,1,0,30,4,0,4.5,0,1,0,8,16,1,4.7,0,0,4,0,16,0,4.5,1,0,,100,19.2,0,0,12,8,0,0,0,0,24,30,8,12,16,8,0,,160,15.6,0,30,0,0,12,0,0,30,0,0,12,30,12,8,0,,40,12,8,0,12,12,0,0,0,0,30,24,8,12,4,8,0,,70,15.6,16,0,16,0,0,8,0,0,8,0,4,30,4,12,0,,40,4.8,0,8,8,4,0,12,0,0,16,0,12,12,8,30,0,,70,12,4,0,0,0,16,16,0,8,0,0,30,16,8,16,36,0,0,6,1,2,0,3,,98168,4,0,5,5,2,3,
bArsH1cMfuOYPBHx4QDH,1,1,N4,4,2,1,6,1,18,1,12,1,200,100,6,1,0,0,12,0,4.1,0,0,4,0,16,1,4.3,0,0,0,24,20,1,4.1,1,1,16,0,4,0,4.1,1,1,0,30,4,1,4.7,1,1,0,30,8,0,4.7,1,1,3,320,4.8,0,30,8,0,0,0,0,16,8,24,4,30,12,4,1,3,260,4.8,4,0,8,0,0,0,0,24,16,8,30,12,12,4,0,,80,15.6,0,8,0,4,0,0,24,0,16,0,16,12,16,16,0,,200,15.6,12,0,0,4,0,0,24,0,0,0,30,8,16,8,1,3,200,4.8,0,8,0,12,0,0,0,0,8,8,16,12,4,30,0,,260,15.6,0,24,8,0,0,0,0,30,30,16,12,4,12,16,57,0,0,2,1,3,0,3,,98118,6,4,5,5,1,3,
rNzV5RelSWuoz8jPVjyc,1,1,N4,4,2,1,6.5,1,17,1,10,1,200,40,0,0,0,30,20,1,4.1,0,1,12,0,8,1,4.7,0,1,0,30,8,1,4.1,1,1,12,0,4,1,4.3,1,1,4,0,4,1,4.7,1,1,4,0,8,0,4.7,1,0,,140,13,0,24,0,0,0,0,0,30,16,0,8,16,4,4,0,,200,13,8,0,0,0,0,4,16,24,0,0,16,4,12,30,1,5,260,10,4,0,0,8,0,12,30,0,8,0,12,8,30,8,0,,320,10,0,0,0,16,0,0,24,0,30,16,16,12,8,12,0,,140,16,0,24,4,8,0,0,0,0,8,8,4,8,30,16,1,4,260,4,0,24,0,12,4,16,16,0,0,0,12,30,8,30,46,0,0,2,1,2,0,3,,98133,3,1,2,2,2,3,
6IG9DL42T8kBq6sDRkSr,,1,N4,4,2,1,5,1,13,1,8,1,200,82,5,1,0,16,16,1,4.1,0,1,12,0,16,1,4.3,0,1,0,30,4,1,4.3,1,1,8,0,16,0,4.3,1,1,4,0,4,0,4.5,1,0,12,0,16,0,4.7,1,1,3,80,3.2,16,0,4,0,8,0,0,0,0,0,12,12,30,8,0,,320,10.4,0,0,0,16,0,0,30,0,8,24,16,12,12,12,1,3,260,3.2,16,0,8,0,0,12,0,24,24,0,12,12,4,30,0,,320,8,4,0,16,0,0,0,0,30,24,24,4,30,12,8,0,,140,12.8,16,0,0,0,8,8,16,30,0,0,16,16,8,30,0,,80,10.4,16,0,4,16,12,0,0,0,0,16,12,12,16,30,62,0,0,1,0,2,0,3,,98103,2,0,2,2,1,3,
StAH3k49rRmpSGgB4CNG,,1,N4,4,1,0,0,0,0,0,,0,,50,0,1,0,16,16,0,4.1,0,1,0,8,8,0,4.3,0,1,4,0,16,0,4.5,0,1,8,0,20,1,4.7,0,1,4,0,12,0,4.3,1,1,12,0,20,1,4.9,1,1,1,160,5.6,0,16,4,0,0,0,0,8,24,24,4,12,12,8,0,,70,10.4,0,8,0,0,0,0,24,8,30,24,12,4,4,16,1,1,100,3.2,0,16,4,4,16,0,0,0,0,24,8,30,12,8,1,2,70,3.2,0,30,0,16,0,0,0,0,24,8,30,8,30,12,0,,40,10.4,12,0,0,16,12,4,30,0,0,0,12,8,12,16,0,,70,8,0,8,0,0,4,0,0,8,0,30,4,8,4,16,31,1,0,2,1,3,0,1,,98103,1,1,8,8,1,3,
99D9ZpcFW07LyKyx1pAg,1,1,N4,0,2,1,5,1,13,1,8,1,250,80,1,0,0,16,12,0,4.1,0,1,12,0,16,0,4.7,0,1,8,0,20,1,4.1,1,1,4,0,20,0,4.1,1,0,0,16,20,1,4.5,1,1,4,0,20,0,4.9,1,0,,325,5.6,16,0,0,16,0,0,8,0,0,0,16,8,8,4,1,2,175,8,0,30,0,8,4,0,30,0,0,0,16,12,30,8,1,4,100,5.6,0,16,16,8,12,12,0,0,0,0,16,8,4,8,0,,175,3.2,0,16,0,0,8,12,16,0,0,0,4,30,4,12,0,,325,5.6,4,0,16,16,16,0,0,0,0,16,8,30,12,8,0,,325,8,12,0,16,0,0,0,0,8,24,16,30,30,30,4,42,0,0,1,1,8,1,3,,98058,4,2,6,5,2,3,
